P46133,ENOG4105CFC;COG2978;
P0CF45,ENOG4108ZQS;COG2963;
P0CF58,ENOG4108MVM;ENOG410Z4Y8;
P0CF79,COG2801;
P0CF80,COG2801;
P0CF81,COG2801;
P0CF82,COG2801;
P0CE50,ENOG4105F2I;COG3039;
P0CE51,ENOG4105F2I;COG3039;
P0CE52,ENOG4105F2I;COG3039;
P76071,ENOG4105F2I;COG3039;
P0CE53,ENOG4105F2I;COG3039;
P0CE54,ENOG4105F2I;COG3039;
P0CE55,ENOG4105F2I;COG3039;
P0CE56,ENOG4105F2I;COG3039;
P0CF88,ENOG4105F9F;COG2826;
P62707,ENOG4105DKJ;COG0588;
P09126,ENOG41076E6;COG1587;
P77335,ENOG4106PXS;ENOG410YAUV;
P0ACG4,ENOG41123E9;
P45753,ENOG4108U1Q;ENOG4111I00;
P43329,ENOG4105CQ7;COG1643;
P0ACG8,ENOG4105VEJ;COG1188;
P45751,ENOG4105XPX;ENOG411265W;
P76339,ENOG4107ZY3;COG0642;
P0A9M2,ENOG4108UGV;COG0634;
P09127,ENOG4105ECF;COG2959;
P64578,ENOG4105R48;COG4680;
P60664,ENOG4105C0S;COG0107;
P06987,ENOG4105ECC;COG0131;COG0241;
P77091,ENOG4107635;ENOG410Z5SJ;
P26281,ENOG4105K8U;COG0801;
P0ABC3,ENOG4105EPW;COG0330;
P0ACE7,ENOG4105K59;COG0537;
P23873,ENOG41061P8;COG1396;
P06988,ENOG4105CEK;COG0141;
P28632,ENOG4108WPU;COG3050;
P76340,ENOG4105CK6;COG0745;
P06989,ENOG4105K8F;COG0139;COG0140;
P07109,ENOG4108JEH;COG4598;
P52094,ENOG4105DSP;COG4215;
P77494,ENOG4107NK6;ENOG410ZT31;
P0ACG6,
P51020,ENOG4105DF3;COG0119;
P36645,ENOG4107QHF;COG2804;
P28905,ENOG4105MYG;COG2927;
P37305,ENOG41060TC;ENOG41129RB;
P25746,ENOG41075W9;COG2915;
P06983,ENOG4105D6W;COG0181;
P0AEU0,ENOG4105E89;COG0834;
P36646,ENOG4105D7Q;COG1459;
P64634,ENOG41065NF;COG3166;
P0AFX0,ENOG41080QH;COG1544;
P28631,ENOG4107QRG;COG0470;
P0ACF8,ENOG4108SAU;COG2916;
P32055,ENOG4105C30;COG0451;
P07658,ENOG4107QIW;COG0243;
P15030,ENOG4105DQ5;COG0609;
P05825,ENOG4107RNH;COG4771;
P23878,ENOG4105E0A;COG1120;
P0A9L3,ENOG4108V1T;COG0545;
P0AEL8,ENOG4108Q9V;COG2197;
P0A6R3,COG2901;
P0ABW9,ENOG4105K88;COG1815;
P0ABX2,ENOG4108ZC9;COG1558;
P0AC07,COG1987;
P0AEM6,ENOG4105DN4;COG1191;
P76299,ENOG4105D00;COG1377;
P0A8S9,ENOG4105GEH;ENOG4111JRF;
P15286,ENOG4106WZ1;ENOG410YMCE;
P76938,ENOG4108BPE;COG3101;
P03825,ENOG4107ACA;ENOG410Z2ZU;
P45759,ENOG4107QHF;COG2804;
P0AEK0,ENOG4105UMD;COG0847;
P10384,ENOG4105CKF;COG2067;
P24183,ENOG4107QIW;COG0243;
P31574,ENOG4105C10;COG2025;
P08189,ENOG4108SQA;ENOG4111HFM;
P75938,ENOG4108KPB;COG4787;
P0A6S3,ENOG4105D92;COG1706;
P25798,ENOG4105C1F;COG1766;
P06974,ENOG4105D24;COG1868;
P26608,ENOG4105MQ3;COG1516;
P0AC05,ENOG4105CN7;COG1338;
P0AEM9,ENOG4105EAB;COG0834;
P52613,ENOG4105GSA;COG2882;
P0ABX8,ENOG4107ZI8;COG1580;
P0A9W3,ENOG4105C5H;COG0488;
P0ABU7,ENOG4105CWK;COG0811;
P75717,
P04079,ENOG4105CM0;COG0518;COG0519;
P15029,ENOG4108IHU;COG0609;
P0AEL3,ENOG4105XFK;COG1918;
P23882,ENOG4105CAE;COG0223;
P23876,ENOG4105DQ5;COG0609;
P26266,ENOG4108QY5;COG3765;
P23877,ENOG4105TVJ;COG4779;
P06971,ENOG4105E0K;COG1629;
P39405,ENOG4108819;COG4114;
P0AEM0,ENOG41090X3;COG1047;
P0AC23,ENOG4105TMB;COG2116;
P76553,ENOG4105C0A;COG1454;
P36547,ENOG4108K3Z;ENOG410ZX7Q;
P0AAJ3,ENOG4105QA4;COG0437;
P0AAJ5,ENOG4105QA4;COG0437;
P0A8P3,ENOG4105KMG;COG2924;
P0ACB2,ENOG4105D52;COG0113;
P0ADH5,ENOG4108W9T;ENOG410YF4U;
P60566,ENOG4105BZJ;COG2086;
P68646,ENOG4105IBM;COG2440;
P08190,ENOG4108T65;ENOG4111FMS;
P75942,ENOG4108ZW7;COG1705;COG3951;
P76297,ENOG4105W13;ENOG41122XP;
P15070,ENOG4105DD5;COG1886;
P38134,ENOG4105D75;COG0489;COG3206;
P76503,ENOG4105CHU;COG0183;
P13024,ENOG4105F46;COG3058;
P69902,ENOG4105C04;COG1804;
P0AEK7,ENOG4108MG3;COG2864;
Q47129,ENOG4108WFR;COG2207;
P13036,ENOG4105GAV;COG4772;
P15028,ENOG4108HUF;COG4594;
P0AEL0,ENOG4108MG3;COG2864;
Q47208,ENOG4107R1Q;COG0074;
P0AEL6,ENOG4105PEC;COG4592;
P77307,ENOG4105C4B;COG0390;
P19323,ENOG4108JUA;COG3604;
P09030,ENOG4105CGK;COG0708;
P32177,ENOG4107H9G;COG1526;
P23484,ENOG4108SF5;COG1595;
P13039,ENOG4105E93;COG2382;
P06972,ENOG4105S6R;COG0609;
P20605,ENOG4105MZU;COG2184;
P69380,ENOG41076HS;COG0053;
P30130,ENOG4105CW0;COG3188;
P08191,ENOG410643X;ENOG410Y3E1;
P29744,ENOG4105DTJ;COG1344;
P76298,ENOG4105D7B;COG1298;
P77277,ENOG4107RWI;COG4820;
P0ACZ2,ENOG4107ZF2;COG0394;
P41442,ENOG4108VAU;COG2165;
P45760,COG2165;
P45762,ENOG4105R04;COG3156;
P45763,ENOG41063JA;COG3297;
P0A9D2,ENOG4108K3A;COG0625;
P0ACA7,ENOG4108TGY;COG0625;
P31697,ENOG4108NAE;ENOG410ZYUF;
P0ADH7,ENOG4105E71;COG0582;
P04128,ENOG4108RQP;ENOG4111KX6;
P0A6S0,ENOG4107W7W;COG2063;
P0ABY7,ENOG4106CIA;ENOG410XXBZ;
P0ABZ1,ENOG4105CS3;COG1536;
P33135,ENOG4105D19;COG1684;
P52627,ENOG4108M9K;ENOG4111I0Y;
P52614,ENOG4105WF4;COG3144;
P0AC16,ENOG4107ZVW;COG1539;
P08192,ENOG4105DPM;COG0285;
P0AC19,ENOG4105KKP;COG1539;
P30845,ENOG4105DIJ;COG2194;
P37661,ENOG4105DIJ;COG2194;
P06616,ENOG4105CWT;COG1159;
P76551,ENOG4105DYY;COG4819;
P0A6Q3,ENOG4108RKI;COG0764;
P0A953,ENOG4105C0Q;COG0304;
P77399,ENOG4105DYT;COG1024;COG1250;
P75798,ENOG4105CJM;COG0601;
P0ABF4,ENOG4105KNY;COG4577;
P45757,ENOG4107KSE;COG3031;
P41441,ENOG4105D7Q;COG1459;
P0ACU5,ENOG4105EJ2;COG1309;
P0A8V6,ENOG4105C05;COG2186;
P37009,ENOG4105C53;COG3842;
P80668,ENOG4105C26;COG1012;
P33650,ENOG4105CE1;COG0370;
P10805,COG2207;
P10378,ENOG4108IQC;COG1021;
P0AEJ6,ENOG4105CPD;COG4303;
P45758,ENOG4105GVR;COG1450;
P0A6R0,ENOG4105CCZ;COG0332;
P77293,ENOG4105CKK;COG0463;
P31460,ENOG4105EMF;COG2186;
P09557,
P06965,
P69922,ENOG4105EHF;COG2407;
P09549,ENOG4108S3P;COG3147;
P0ABP8,ENOG4105D3A;COG0813;
P0A9Q9,ENOG4105CM3;COG0136;
P30863,ENOG4105CV8;COG0656;
P23522,ENOG4105CNV;COG3836;
P0AA80,ENOG4105DJB;ENOG410XPWC;
P0ACZ4,ENOG4108WQH;ENOG4111M1G;
P0ACL2,ENOG4107YCY;COG2186;
P0AA78,ENOG4105DPW;ENOG410ZVFJ;
P36678,ENOG410ZA7S;
P0AES0,ENOG4106032;COG0754;
P0AAI9,ENOG4105CJF;COG0331;
P0AAI5,ENOG4105C0Q;COG0304;
P0ADI4,ENOG4105WQI;COG1535;COG3433;
P0ACT2,ENOG4108XG4;ENOG4111M3K;
P77445,ENOG4108EKI;COG1012;
P0AA76,ENOG4105DJB;ENOG410XPWC;
P37672,ENOG4105DG4;COG2055;
P06966,ENOG41087BU;COG1396;
P0A6P7,ENOG4105WHM;COG0218;
P76540,ENOG4108X49;COG4577;
P45756,ENOG410899B;ENOG41120C0;
P45761,COG4795;
P37690,ENOG41063SB;COG4942;
P19925,ENOG4108TSE;COG2977;
P77218,ENOG4107WUY;COG0280;
P0A8G9,ENOG41067QG;COG1722;
P04994,ENOG4105DVS;COG1570;
P41443,ENOG41069X0;COG2165;
P31122,ENOG4105F27;COG2814;
P32143,ENOG4108MGF;ENOG410YU6C;
P32140,ENOG4107QKS;COG2942;
P32141,ENOG4105D2M;COG3684;
P0AGD7,ENOG4105CB9;COG0541;
P0AG78,ENOG4105DE7;COG1613;
P0A836,ENOG4105CMV;COG0045;
P02929,ENOG410822N;COG0810;
P06612,ENOG4105C73;COG0550;COG0551;
P14294,ENOG4105C73;COG0550;
P76194,ENOG4105P9C;COG2166;
Q2EES9,ENOG41065VV;ENOG41122W9;
P0AFZ5,ENOG4108ZD2;COG5404;
P75792,ENOG4108HCJ;COG0561;
P0ABZ6,ENOG4105DBD;COG0760;
P0AGE9,ENOG4105CH8;COG0074;
P77444,ENOG4105C9B;COG0520;
P0A840,ENOG4105CV2;COG0496;
P21889,ENOG4105C9M;COG0173;
P77626,ENOG4108JCI;COG1396;
P75869,ENOG4108RZ1;COG3070;
P00957,ENOG4105CIM;COG0013;
P30139,ENOG4105CA8;COG2022;
P05707,ENOG4107QMF;COG1028;
P21507,ENOG4105C1J;COG0513;
P0AFZ1,ENOG4105YYA;ENOG410XYP6;
P0ACA3,ENOG4107MKT;COG0625;
P0AFZ3,ENOG4105KB2;COG2969;
Q46812,ENOG4107UUR;COG0402;
P23173,ENOG4108P6C;COG0814;
P0AGE4,ENOG4107QV7;COG3633;
P75853,ENOG4105GVF;ENOG410XQHT;
P27302,ENOG4105CV1;COG0021;
P33570,ENOG4105CV1;COG0021;
P0ACS2,ENOG4108Z4X;COG0789;
P0AAI1,ENOG4105E2Y;COG1116;
P75851,ENOG4105EFS;COG0600;
P33227,
P45581,ENOG4105Y9F;ENOG4112657;
P19934,ENOG4108Z82;COG3064;
P02930,ENOG4105DFG;COG1538;
P0ABU9,ENOG4105E02;COG0811;
P0AAR0,ENOG4108UKR;ENOG4111JW6;
P33226,ENOG4105CUW;COG3005;
P38683,ENOG4108SV3;COG1879;
P46923,ENOG4107QY8;COG0243;
P21888,ENOG4105C8N;COG0215;
P0A9E2,ENOG4108W3Q;ENOG4111IXA;
P39902,ENOG4105GPY;COG3091;
P68191,ENOG4107AV5;ENOG410XU1Y;
P0AGE0,ENOG4108UUM;COG0629;
P0A832,ENOG4108UH4;COG0691;
P0ACG1,ENOG4108X73;COG2916;
P77667,ENOG4108Z4V;COG0316;
P77522,ENOG4105DIW;COG0719;
P77499,ENOG4105C3K;COG0396;
P33225,ENOG4107QY8;COG0243;
P0ADG4,ENOG4105ECY;COG0483;
P52005,ENOG4105CUW;COG3005;
P0A8U0,ENOG4108T6E;ENOG4111WE9;
P00960,COG0752;
P0AGJ2,ENOG4105FE8;COG0566;
P00956,ENOG4105C07;COG0060;
P0AGD3,ENOG4105CK4;COG0605;
P21170,ENOG4105DP5;COG1166;
P0A7F6,ENOG4105FDS;COG1586;
P0A853,ENOG4105C0F;COG3033;
P80644,ENOG4108UZX;COG0431;
P77515,ENOG410685N;ENOG410XVET;
P76072,ENOG4108X9F;ENOG4111PZP;
P27306,ENOG4105DX1;COG1249;
P0A855,ENOG4107R6Y;COG0823;
P00579,ENOG4105DG1;COG0568;
P0A7S3,COG0048;
P30852,ENOG4105C79;COG0758;
P0ADZ4,ENOG4105K77;COG0184;
P0AGC7,ENOG41062Z9;COG3726;
P0A7T7,COG0238;
P32138,ENOG4105CJQ;COG1501;
P76562,ENOG4105E0I;COG1444;
P0C0K3,ENOG4105E27;COG2334;
P15082,ENOG410804X;COG1349;
P52647,ENOG4105D95;COG0674;COG1013;COG1014;
P0AFA9,ENOG4105C2T;COG1173;
P0AF63,ENOG4105KPV;COG1959;
P33599,ENOG4105CQV;COG0649;COG0852;
Q46836,ENOG4105EHH;COG1989;
P23538,ENOG4108HRN;COG0574;
P31992,ENOG4105KZK;COG1942;
P0AFL6,ENOG4105C9X;COG0248;
P0AFL9,ENOG4105F1S;COG2995;
P43671,ENOG4105DY2;COG3008;
P0AB10,ENOG4108Q2G;COG3009;
P31828,ENOG4107RAN;COG0612;
P23865,ENOG4105CN1;COG0793;
P25889,ENOG4107SJI;COG0167;COG1146;
P76440,ENOG4105BZ8;COG0493;
P33607,ENOG4105D65;COG1009;
P32170,ENOG4105DKG;COG4806;
P32171,ENOG4105DET;COG1070;
P32169,ENOG4105C9J;COG0235;
P32156,ENOG4105M10;COG3254;
P09378,ENOG4108BRW;ENOG410XYX0;
P09377,ENOG4107S4Z;ENOG410XT8S;
P27125,ENOG4107YRA;COG0697;
P0A8J8,ENOG4105C1J;COG0513;
P25888,ENOG4105C1J;COG0513;
P76469,ENOG4105CNV;COG3836;
P77215,ENOG4105CXK;COG4948;
P77732,ENOG4107258;COG1414;
P76470,ENOG4105CSP;ENOG410XNQ6;
P0AG30,ENOG4105C4P;COG1158;
P16916,ENOG4105CNA;COG3209;
P16917,ENOG4105CNA;COG3209;
P16918,ENOG4105CNA;COG3209;
P16919,ENOG4105CNA;COG3209;
P24211,ENOG4107TV1;COG3209;
P0AA67,ENOG4107AQZ;COG5006;
P0AG34,ENOG410829K;COG1280;
P0AG38,ENOG4105CCF;COG1280;
P0A7I7,ENOG4107T1C;COG0807;
P0AG40,ENOG4105DTN;COG0196;
P30176,ENOG4108UV1;COG3236;
P16677,ENOG4105D5T;COG3638;
P0A7A7,ENOG4105E55;COG2937;
P75718,
Q47274,ENOG4105HRS;ENOG4111PZ9;
P76161,ENOG4105HGD;ENOG410ZK5A;
P0A7I0,ENOG4105C8K;COG0216;
P07012,ENOG4105CG1;COG1186;
P0A7I4,ENOG4105C8A;COG4108;
P27127,ENOG4107XU6;COG0438;
P24173,ENOG4105D16;COG0859;
P37692,ENOG4105XA0;COG0859;
P25740,ENOG4107RJ7;ENOG410XPWS;
P0AFW0,ENOG4105MDZ;COG0250;
P27128,ENOG4106AH0;COG1442;
P27129,ENOG4105X1N;COG1442;
P27243,ENOG41068PG;ENOG410XW26;
P25741,ENOG4107543;ENOG410XQAT;
P25742,ENOG4105DKP;COG0859;
P27126,ENOG410650X;ENOG4112C48;
P27240,ENOG4108PDR;ENOG4111F7R;
P27241,ENOG4108QD8;ENOG410XR3T;
P37746,ENOG4105ER6;COG2244;
P37748,ENOG4107B0W;ENOG410Z7XC;
P28369,ENOG4108S2Y;COG1186;
P27247,ENOG4105C6B;COG0416;
P0ADY1,ENOG4105EIN;COG0760;
P23869,ENOG4108R5K;COG0652;
P0A7X6,ENOG4108ZR6;COG0806;
P0AEI4,ENOG4105CBM;COG0621;
P0A8A8,ENOG4105K7D;COG0779;
P00452,ENOG4105BZH;COG0209;
P39452,ENOG4105BZH;COG0209;
P0A8T1,ENOG4105F59;COG2264;
P0AC65,ENOG4105WAZ;COG0695;
P0ABK9,ENOG4105EAU;COG3303;
P32711,COG3088;
P07001,ENOG4108IIE;COG3288;
P0AB67,ENOG4105C15;COG1282;
P33644,ENOG4105DBW;COG1496;
P33554,ENOG4105IPU;COG2165;
P08371,ENOG4105JCS;COG4795;
P08372,ENOG4105RVB;COG4967;
P36647,ENOG4108ZUW;COG4969;
P0AFE0,ENOG4107UFS;COG0839;
P0AFF6,ENOG4105CHV;COG0195;
P0A780,ENOG4107YIM;COG0781;
P33021,ENOG4105D9N;COG1972;
P06959,ENOG4107QSN;COG0508;
P0ACQ4,ENOG4105C5Q;ENOG410XNR2;
P31057,ENOG4105CCG;COG0413;
P77489,ENOG4105C7W;COG1529;
P77183,ENOG4107XAN;COG1975;
P77165,ENOG4107XKX;COG2080;
P77324,ENOG4105DIP;COG1319;
P0ABF1,ENOG4105DJ0;COG0617;
Q46890,ENOG4105FB2;COG0235;
P31677,ENOG4105C1K;COG0380;
P16256,ENOG4108IA2;COG4145;
P0A9J4,ENOG4108JZF;COG1893;
P37613,ENOG4105U59;ENOG4111V7B;
P0AFI2,ENOG4105C24;COG0188;
Q46790,
P16679,ENOG4105HRV;COG4778;
P00914,ENOG4105CVP;COG0415;
P0C077,ENOG4105K4U;COG2026;
P07010,
P0A9K1,ENOG4105D5M;COG1702;
P24207,ENOG4105C85;COG1113;
P45548,ENOG41080QX;COG1735;
P23836,ENOG4105XJC;ENOG4111FPD;
P0AC86,ENOG4107QQN;COG0058;
P07000,ENOG4108EUD;COG2267;
P67080,ENOG4105DFA;COG0325;
P0AG20,ENOG4105CWR;COG0317;
P26647,ENOG4107S7E;COG0204;
P0C079,COG3077;
P12758,ENOG4108I5U;COG2820;
P30143,ENOG4105BZG;COG1115;
P30149,ENOG4108KF1;COG0586;
P0A8H8,ENOG41067SF;COG3024;
P0DPM6,
P37017,ENOG4105SYG;ENOG411211N;
P37018,ENOG4108XEY;ENOG410Y46X;
P30866,ENOG4105F2W;COG0500;
Q47158,ENOG4108HYG;COG0454;
Q47149,ENOG4105VXN;COG3041;
Q2EEQ3,
P77554,ENOG4105DZC;COG0402;
P75692,
P75693,ENOG4105E82;COG1280;
P0AAN5,ENOG4105SS3;ENOG41121PA;
P71311,ENOG4107W19;COG2120;
P0AAP7,ENOG4105FR5;ENOG4111PM6;
P0AAQ0,ENOG4105UNH;ENOG4111XE9;
P0AED0,COG0589;
A5A614,ENOG410643D;ENOG4112CHN;
P0A6L7,ENOG4107QZW;COG0246;
P76064,
P76065,ENOG4105ZTP;COG3756;
P77546,ENOG4105JBR;ENOG4111QIU;
P76066,
P76069,
P33666,
P03018,ENOG4105C4R;COG0210;
P0ACW4,ENOG4105UPP;ENOG4111SBQ;
P31991,
P77171,ENOG4105DDW;ENOG410YQ2R;
P76097,ENOG4105E32;COG5383;
P76100,ENOG4107WE3;ENOG410Z3IR;
P77795,ENOG4105C53;COG3842;
P64455,ENOG4105R71;ENOG4111WST;
P76111,ENOG4108T9Y;COG3238;
P31131,ENOG4108WTK;COG1546;
P77260,ENOG4105DEI;COG0246;
P77228,
P76154,ENOG4105W3V;ENOG411246H;
P76156,ENOG41064WM;COG5562;
P0ACX0,ENOG4105RA2;COG3136;
P0ACR2,ENOG4105F52;ENOG410XT26;
P39160,ENOG4105DEI;COG0246;
P39161,ENOG4105C6F;COG2186;
P64471,
P76186,ENOG4105DSW;COG1289;
P0ACX3,ENOG4105N0V;ENOG4111VBS;
P77148,ENOG4108KTU;COG4529;
P77147,ENOG4108Y7C;ENOG4111MKC;
P77409,ENOG4108NWD;COG4117;
P0ACX9,COG4256;
P37766,ENOG4107R0K;COG4670;
P64476,ENOG410671Z;ENOG4112CA3;
P77748,ENOG4105CQB;COG0247;COG0277;
P0AFS7,ENOG4105IPI;COG0628;
P76198,ENOG4105EMV;ENOG410XRAD;
P77337,ENOG4105DWH;COG0644;
P76204,ENOG4108TC0;COG2200;
P77721,ENOG4105E98;COG1349;
P77529,ENOG4108ETY;COG1823;
P76210,
P76234,ENOG4105CV8;COG0656;
P76235,ENOG4106AKX;COG2718;
P0ABD1,ENOG4105C94;COG1292;
P24238,ENOG4107S01;ENOG41115XM;
P62723,ENOG4105HMI;COG2855;
P0AD27,ENOG4105E68;COG3083;
P17994,ENOG4107FKF;COG4685;
P0ABW3,ENOG4105XPH;COG0633;
P76462,ENOG4105EDV;COG4676;
P76463,ENOG41081SK;COG5445;
P07604,ENOG4108JU8;COG3283;
P26602,ENOG4105VEI;COG3161;
P39301,ENOG4105CZC;COG3037;
P69822,ENOG410907W;COG3414;
P0A8E5,ENOG4108ZIG;COG3112;
P0AA97,ENOG4108VWS;COG4681;
Q2EEP9,ENOG410600T;COG5433;
P77365,COG2378;
P75683,ENOG4105CT4;COG2211;
P77219,ENOG4105SZ2;ENOG41120CM;
P77187,ENOG4107R1Q;COG0074;
P77221,ENOG4107REC;ENOG410XPNV;
P77393,
P0AAQ6,ENOG4105KCV;COG5507;
P46890,ENOG4108NFA;COG4533;
P0AAR3,ENOG4108Z66;COG2606;
P39830,ENOG4105CKD;COG1226;COG4651;
P45807,ENOG4106428;ENOG410XUBV;
P77301,ENOG4105MBR;COG3735;
P77174,ENOG4105GTN;COG1475;
P77216,ENOG4105BZV;COG3969;
P77746,ENOG4105DQS;ENOG410XQ6Z;
P0A8J4,ENOG4108Z43;COG2921;
P0DP64,
P0AFR4,ENOG4107RTD;COG0009;
P0A8L7,ENOG4108W5H;COG3099;
P07024,ENOG4105CGH;COG0737;
P64483,ENOG4108KXH;COG2606;
P0AA91,ENOG4105Y4Z;COG3065;
P76275,ENOG4105UVW;ENOG41124P6;
P64506,ENOG4105NKT;ENOG4111P5F;
P0AD05,ENOG4106RHG;COG3318;
P37348,ENOG41081XQ;COG1801;
P0AD07,ENOG4105XVG;ENOG41122AK;
P46887,ENOG4105VVZ;ENOG41122EF;
P0AD10,ENOG4105N4N;ENOG4111W6F;
P52007,ENOG4106ZCM;COG3102;
P64515,ENOG4105WJG;COG3788;
P76308,ENOG4105P23;ENOG41121GA;
P0AFT2,ENOG4105E5Q;COG0765;
P76296,COG3755;
P0DPP3,
P0A8M6,ENOG41090HJ;COG2926;
P33343,ENOG41063W2;ENOG41122IH;
P33344,ENOG41067AK;ENOG4112CU3;
P33345,
P33346,ENOG4108KDT;ENOG4111FHT;
P33347,
P33348,ENOG4105KKX;COG0714;
P33359,ENOG4105WJV;COG1174;
P33360,ENOG4108IJ8;COG1125;
P0ACR4,ENOG4105DUM;COG0583;
P64536,ENOG4105Y9N;ENOG41129X4;
P0AFT8,ENOG4105KRS;COG0727;
P33913,ENOG4105E43;COG4166;
P0AD24,ENOG4105PAN;COG3082;
P33924,ENOG4108MGN;ENOG4110GG4;
P0ADW8,ENOG4105VKU;COG3529;
P45545,ENOG4106PKC;ENOG410Z1QN;
P0AG03,ENOG4108UMA;COG0163;
Q47706,ENOG4108QNI;ENOG410XU8G;
P60932,ENOG4105DWR;COG1968;
P36879,ENOG4105DA5;COG1131;
P37050,
P0AFP0,ENOG4105EN6;COG2860;
P33128,ENOG4108VEV;ENOG4111JH1;
P0DPM7,
P21363,ENOG4108N8X;COG3685;
P21361,COG3729;
P0AAC0,ENOG4105Q9Y;COG0589;
P0ACW0,
P76061,
P25907,
P52645,ENOG4107H52;ENOG410XP3R;
P0ACW2,ENOG4105IKK;COG3042;
P76076,ENOG4105WXT;COG3784;
P34209,ENOG4107DB1;COG1434;
P64451,ENOG4108KKZ;ENOG410Z8VE;
P76103,ENOG4105DKK;COG3135;
P77730,ENOG4105C1I;COG1167;
P0AED5,ENOG4105WH1;COG2197;
P0AFR9,ENOG4105NRK;ENOG410XPIA;
P46136,ENOG4105RPH;COG0697;
P31130,ENOG4108YDI;COG3111;
P77318,ENOG4105ENH;COG3119;
P0ACW8,
P29009,
P21418,
P77804,ENOG4106J39;COG5339;
P37597,ENOG4105CZQ;ENOG410XPCY;
P76185,ENOG4105Y49;COG1566;
P77375,ENOG4108393;COG0437;
P0AAL6,ENOG4108PU5;COG0437;
P0A6D5,ENOG4105E2X;COG0169;
P76196,ENOG4105SUA;ENOG41120Y0;
P76197,ENOG4105EMV;ENOG410XRAD;
P0A9U8,ENOG4105C1G;COG1960;
P76206,ENOG4108NE3;COG3137;
P64479,ENOG4105P10;ENOG4111YV5;
P0ACY1,ENOG41069NU;COG0778;
P76230,ENOG4107TE1;ENOG410ZVY1;
P77539,ENOG4105CPQ;COG1063;
P76220,ENOG4108KCW;ENOG41100DI;
P0ACY3,ENOG4105CYN;COG2766;
P28696,ENOG4108WTA;ENOG4111IQ3;
P75617,ENOG4108QUJ;COG4735;
P75616,ENOG41062C6;ENOG4112AV1;
P75620,ENOG410647N;ENOG4112D6N;
P0AA95,ENOG4108ZRK;ENOG4111NGC;
P36881,ENOG4108YTN;COG2893;
P37016,ENOG4105SN2;ENOG41120VY;
P37056,ENOG4108UY0;ENOG4111S0X;
P0A8F0,ENOG4105CZ5;COG0035;
P62768,ENOG4108T8E;ENOG4111GD2;
P52096,ENOG4108YZK;COG0346;
P77354,
Q47679,ENOG4105CZ7;COG0388;
P77736,ENOG4107SNB;COG0666;
P77297,ENOG4105N16;ENOG4111W16;
P75691,ENOG4105DQ4;COG1064;
P75694,ENOG4105TDT;ENOG4111X9Y;
P0DPN0,
P0A8B5,COG0718;
P0A9T6,ENOG41081XE;COG3093;
P0A9T8,ENOG4108I0Y;COG4181;
P33668,
P33669,
P0AAS3,ENOG4105G5H;COG1585;
P0AFP4,ENOG4105E1F;COG1028;
P77504,ENOG4105CV6;COG3127;
P75711,
P77634,ENOG4108UQN;ENOG4111KTA;
Q47269,ENOG4108V2F;ENOG4111N1P;
P68661,ENOG4105RWQ;ENOG4111WGW;
P77598,COG5562;
P64435,
P0AAT4,ENOG4105CUY;COG0668;
P77506,ENOG4105WQ6;ENOG41122VD;
P77806,ENOG4105CHM;COG0436;
P77234,ENOG4105EUU;COG0790;
P77627,ENOG41069CF;ENOG410XVCG;
P0A8S5,ENOG4108V6B;ENOG4111J5S;
P0A698,ENOG4105C5U;COG0178;
P42597,ENOG4108VKG;COG1451;
P39177,ENOG4108U51;COG0589;
P64499,ENOG4105Q3Y;ENOG4111ZGK;
P76272,ENOG4105DY2;COG3008;
P64503,ENOG4105WT8;ENOG411247I;
P37774,ENOG4105CDA;COG1126;
P0ADI7,ENOG4105D3W;COG1335;
P76393,ENOG4106E1W;COG4248;
P76402,ENOG4105KWI;COG3422;
P0ADX1,ENOG4108UKZ;COG1765;
P64627,ENOG4105VYH;ENOG41127R9;
P45546,ENOG4106M0N;ENOG410XRS1;
P64631,ENOG4105MUZ;ENOG4111VTB;
P45549,ENOG4105CZG;COG1015;
P45550,ENOG4108626;COG3457;
P45551,ENOG4105RMW;ENOG4111VUY;
P45552,ENOG4108M21;ENOG410YBQW;
P37614,ENOG4105MG3;COG3776;
P37615,
P37621,ENOG4105F9N;ENOG410XNX3;
P0AGM0,ENOG4105DSF;COG0628;
P46852,ENOG4105C2I;COG1741;
P46853,ENOG4105D9R;COG0673;
P46855,ENOG4105GMB;COG3157;
P0AFV2,ENOG4105KT7;COG1285;
P37626,ENOG4105D0S;ENOG410XPU6;
P37627,
P37629,
P37630,ENOG4107UNS;ENOG410ZE9J;
P37631,ENOG4105CBX;COG2081;
P37635,
P37197,ENOG4105CA0;COG1858;
P37640,ENOG4106S2D;ENOG4111IKU;
P37641,ENOG4105CBN;ENOG410XNVB;
P37642,ENOG4107H3J;COG1295;
P37643,ENOG4105CSH;ENOG410XP7I;
P37645,ENOG41066T0;COG2982;
P0AB61,ENOG4105RKX;ENOG4111PJF;
P45848,ENOG4105EG3;ENOG410XNNF;
P76034,ENOG4105N2W;COG1349;
P43672,ENOG4105C5H;COG0488;
P45736,ENOG4105WDY;COG2852;
P38394,ENOG4107C82;ENOG410Z75V;
P42604,ENOG4105CTX;COG2721;
P0A8G3,ENOG4105D2H;COG1904;
P31826,ENOG4105CQ0;COG4178;
P37757,ENOG4105JAB;COG0384;
P32051,
P76135,ENOG4105Z68;COG2207;
P77561,ENOG4107QKC;COG0243;
P39831,ENOG4105EMU;COG4221;
P76160,
P76162,ENOG4108MXB;ENOG410ZRYP;
